S.No.,Country,2008-2009,%Share,2009-2010,%Share2,2010-2011,%Share3,2011-2012,%Share4,2012-2013,%Share5,2013-2014,%Share6,2014-2015,%Share7,2015-2016,%Share8,2016-2017,%Share9,2017-2018,%Share10,2018-2019,%Share11,2019-2020,%Share12,2020-2021,%Share13,2021-2022,%Share14,2022-2023,%Share15,2023-2024,%Share16,2024-2025,%Share17,2008-2009,% share,2009-2010,% share2,2010-2011,% share3,2011-2012,% share4,2012-2013,% share5,2013-2014,% share6,2014-2015,% share7,2015-2016,% share8,2016-2017,% share9,2017-2018,% share10,2018-2019,% share11,2019-2020,% share12,2020-2021,% share13,2021-2022,% share14,2022-2023,% share15,2023-2024,% share16,Sum of Exp,Sum of Imp,Diff of imp And Exp,Ave Imp per Country,Ave exp per Country,Ave Imp share ,Ave exp share
169,PHILIPPINES,"3,37,935.11",0.4019,"3,54,650.05",0.4194,"3,02,942.35",0.2664,"4,76,321.82",0.3249,"6,46,549.08",0.3956,"8,61,017.68",0.452,"8,53,140.02",0.4499,"8,87,190.72",0.5169,"8,03,029.85",0.4342,"9,93,438.72",0.5078,"11,00,446.09",0.4769,"10,96,713.86",0.494,"1,15,422.22",0.0535,"2,07,757.85",0.066,"18,62,284.79",0.5142,"20,16,667.89",0.5572,"2,35,746.80",0.3768,"4,721.84",0.0034,"6,366.70",0.0047,"31,03,583.21",1.8436,"13,462.70",0.0057,"15,091.66",0.0057,"95,00,539.18",3.4987,"15,910.27",0.0058,"2,02,422.04",0.0813,790.15,0.0003,"54,21,053.90",1.8064,"75,16,661.83",2.0911,"2,131.45",0.0006,337.43,0.0001,"73,65,491.49",1.6107,"3,74,00,330.59",6.5046,"5,24,755.61",0.0938,"1,31,51,254.90","7,10,93,650.05","-5,79,42,395.15",4181979.415,730625.2722,1.032735294,0.372644444
170,PITCAIRN IS.,12.57,0,354650.05,0.4194,"2,39,502.88",0.2107,27.16,0,4.28,0,36.3,0,"6,42,000.13",0.3385,"6,71,842.19",0.3914,"4,48,954.61",0.2428,"4,81,759.84",0.2462,"5,19,454.80",0.2251,"5,28,349.51",0.238,"9,50,405.40",0.4402,"13,70,325.53",0.4354,"8,08,833.80",0.2233,"9,80,218.87",0.2708,"7,458.46",0.0119,"15,89,469.10",1.1565,"22,00,996.34",1.6139,"8,352.99",0.005,"2,17,458.14",0.0927,"1,69,303.89",0.0634,"13,674.82",0.005,"89,06,411.86",3.254,"29,98,646.79",1.2041,"4,201.97",0.0016,"11,632.91",0.0039,"12,718.99",0.0035,106.4,0,61.36,0,"5,616.05",0.0012,"33,003.61",0.0057,"16,138.33",0.0029,"80,03,836.38","1,61,87,793.55","-81,83,957.17",952223.15,444657.5767,0.436082353,0.205205556
171,POLAND,"2,34,698.64",0.2792,"1,99,041.83",0.2354,"29,497.44",0.0259,"3,76,889.18",0.2571,"4,41,237.41",0.27,"6,04,016.08",0.3171,"3,88,729.75",0.205,"3,86,607.81",0.2252,"70,891.31",0.0383,"50,303.54",0.0257,"97,078.12",0.0421,"96,520.52",0.0435,"32,509.05",0.0151,"43,731.40",0.0139,"2,13,852.94",0.0591,"1,16,239.73",0.0321,"1,37,181.98",0.2193,"11,354.13",0.0083,"7,337.81",0.0054,"1,08,139.80",0.0642,"23,07,542.15",0.9838,"23,02,095.04",0.8625,"2,26,820.24",0.0835,"13,800.86",0.005,867.93,0.0003,259.47,0.0001,"2,65,578.21",0.0885,"2,19,737.15",0.0611,106.4,  ,59.92,0,285.67,0.0001,"12,941.86",0.0023,"7,198.46",0.0013,"35,19,026.73","54,84,125.10","-19,65,098.37",322595.5941,195501.485,0.1354,0.128
172,PORTUGAL,"1,99,195.84",0.2369,"1,76,883.87",0.2092,"1,70,914.44",0.1503,"2,50,161.61",0.1706,"2,87,387.33",0.1758,"3,80,859.86",0.1999,"60,755.41",0.032,"75,547.87",0.044,"5,26,164.24",0.2845,"9,48,771.97",0.4849,"11,24,421.98",0.4872,"8,99,529.59",0.4052,"2,74,661.67",0.1272,"4,41,558.39",0.1403,"15,80,100.45",0.4363,"14,07,972.73",0.389,"6,93,194.62",1.1081,"1,52,425.37",0.1109,"1,07,337.24",0.0787,"16,41,666.08",0.9752,72.4,0,130.54,0,"23,56,986.30",0.868,"1,81,203.60",0.0662,"1,643.76",0.0007,13.89,0,"55,28,709.05",1.8423,"40,81,679.07",1.1355,"1,90,24,522.86",5.6605,"1,19,75,862.07",4.107,55.12,0,52.35,0,"25,402.63",0.0045,"94,98,081.87","4,50,77,762.33","-3,55,79,680.46",2651633.078,527671.215,0.8735,0.2823
173,PUERTO RICO,"30,438.24",0.0362,"41,607.61",0.0492,"17,397.65",0.0153,"49,572.25",0.0338,"57,991.13",0.0355,"55,048.05",0.0289,"6,44,294.18",0.3398,"5,89,913.16",0.3437,"27,588.33",0.0149,"29,899.43",0.0153,"32,934.59",0.0143,"28,469.49",0.0128,"19,64,970.48",0.9101,"24,23,279.92",0.77,"38,017.22",0.0105,"37,522.57",0.0104,"16,793.63",0.0268,"19,78,742.31",1.4397,"16,92,388.55",1.241,12.25,0,78.38,0,97.41,0,155.15,0.0001,"25,92,365.75",0.9471,336.86,0.0001,"1,33,94,575.06",5.1964,"3,445.40",0.0011,"4,659.96",0.0013,"3,31,631.28",0.0987,"2,97,539.99",0.102,0,0,3.42,0,"1,75,56,132.42",3.139,"60,85,737.93","3,78,52,164.19","-3,17,66,426.26",2226597.894,338096.5517,0.715676471,0.148194444
174,QATAR,"3,07,192.44",0.3654,"2,55,943.18",0.3027,"1,94,208.21",0.1708,"3,94,933.37",0.2694,"3,74,633.57",0.2292,"5,91,120.35",0.3103,"29,796.15",0.0157,"27,947.22",0.0163,"1,72,603.70",0.0933,"2,57,165.70",0.1314,"3,00,784.01",0.1303,"2,59,627.67",0.117,"99,473.18",0.0461,"95,365.32",0.0303,"5,97,024.09",0.1649,"14,72,749.84",0.4069,16793.63,0.0268,"1,080.42",0.0008,120.19,0.0001,55.7,0,10.1,0,0.36,0,10.69,0,742.09,0.0003,1.85,0,"2,11,786.10",0.0822,164.96,0.0001,"1,935.26",0.0005,"8,103.08",0.0024,"5,425.14",0.0019,"2,54,67,767.01",5.5694,"3,37,57,186.91",5.871,0.64,0,"54,47,361.63","5,94,54,390.50","-5,40,07,028.87",3497317.088,302631.2017,0.678158824,0.157044444
175,REUNION,"17,487.09",0.0208,"16,214.99",0.0192,"7,70,613.67",0.6778,"23,046.70",0.0157,"26,606.92",0.0163,"31,794.12",0.0167,"2,55,369.01",0.1347,"1,67,570.03",0.0976,"12,98,532.46",0.7021,"13,62,201.92",0.6962,"16,72,679.44",0.7248,"21,39,987.91",0.964,28.23,0,10.73,0,"25,46,269.65",0.7031,"35,28,803.50",0.975,238.31,0.0004,9.36,0,26.45,0,51.02,0,"1,53,10,994.21",6.5279,"1,84,68,480.00",6.9192,386.49,0.0001,719.84,0.0003,"1,32,57,997.96",5.3238,"18,259.25",0.0071,416.38,0.0001,151.1,0,"3,325.30",0.001,"2,704.48",0.0009,"5,19,304.52",0.1136,"10,90,803.84",0.1897,"55,976.00",0.01,"1,38,57,454.68","4,87,29,606.20","-3,48,72,151.52",2866447.424,769858.5933,1.123158824,0.320244444
176,ROMANIA,"2,28,655.44",0.272,"1,57,495.59",0.1863,"14,739.85",0.013,"1,28,460.53",0.0876,"1,54,176.26",0.0943,"1,73,074.11",0.0909,"12,82,356.22",0.6762,"10,40,893.51",0.6064,"59,032.58",0.0319,"58,406.13",0.0299,"1,01,882.53",0.0441,"87,821.67",0.0396,"2,000.05",0.0009,"1,044.35",0.0003,"1,15,459.60",0.0319,"1,10,470.45",0.0305,"20,16,667.89",0.0003,27.18,0,23.95,0,"92,85,490.58",5.5157,"39,209.04",0.0167,215.49,0.0001,386.49,  ,201.39,0.0001,"1,72,677.43",0.0693,621.67,0.0002,416.38,  ,4.32,0,"17,349.49",0.0052,"6,478.38",0.0022,"8,244.99",0.0018,"10,966.77",0.0019,"2,55,170.29",0.0456,"57,32,636.76","97,97,483.84","-40,64,847.08",576322.5788,318479.82,0.377253333,0.124227778
177,RUSSIA,"4,95,824.21",0.5897,"4,63,720.99",0.5484,0.73,0,"8,54,690.29",0.583,"12,49,285.78",0.7644,"12,82,879.22",0.6734,"91,273.72",0.0481,"68,976.91",0.0402,1.59,0,8.17,0,1.79,0,2.3,0,188.84,0.0001,213.59,0.0001,23.66,0,54.73,0,51.31,0.0001,"89,74,703.51",6.5297,"80,66,428.36",5.915,"94,029.70",0.0559,"1,247.04",0.0005,"1,305.33",0.0005,"2,20,51,549.28",8.1208,30.39,0,"14,448.19",0.0058,"8,202.56",0.0032,"1,42,24,074.41",4.7397,"1,99,39,490.29",5.547,"1,04,39,410.04",3.1061,"98,21,958.01",3.3683,"2,921.11",0.0006,"7,149.22",0.0012,"5,081.54",0.0009,"45,07,197.83","9,36,52,028.98","-8,91,44,831.15",5508942.881,250399.8794,2.199717647,0.180416667
178,RWANDA,"13,672.29",0.0163,"12,523.63",0.0148,693.77,0.0006,"23,185.70",0.0158,"42,350.05",0.0259,"53,082.73",0.0279,16.67,0,0.6,0,"1,187.38",0.0006,"1,548.06",0.0008,"1,814.90",0.0008,"2,979.43",0.0013,"1,447.54",0.0007,"1,544.84",0.0005,981.28,0.0003,"1,590.77",0.0004,"17,33,668.20",2.7713,"99,452.94",0.0724,"1,12,593.74",0.0826,"4,222.35",0.0025,"2,579.47",0.0011,"3,157.53",0.0012,"95,373.36",0.0351,"1,71,22,086.51",6.2556,438.43,0.0002,"47,54,169.45",1.8444,"3,64,878.16",0.1216,"4,52,503.21",0.1259,"38,763.66",0.0115,"26,337.01",0.009,"12,625.89",0.0028,"39,956.43",0.0069,"23,385.59",0.0042,"18,92,287.84","2,31,52,523.73","-2,12,60,235.89",1361913.161,105127.1022,0.504529412,0.159888889
179,SAHARWI A.DM RP,27.77,0,"8,392.61",0.0099,475.74,0.0004,72.95,0,42350.05,0.0259,0.19,0,"1,514.31",0.0008,"1,461.21",0.0009,153.38,0.0001,89.02,0,106.66,0,170.67,0.0001,"43,35,888.56",2.0082,"65,31,013.73",2.0753,372.59,0.0001,429.89,0.0001,"1,43,098.45",0.2287,536.35,0.0004,765,0.0006,"3,040.76",0.0018,"39,70,847.55",1.693,"40,76,395.09",1.5272,"2,012.72",0.0007,"1,26,985.91",0.0464,"10,775.66",0.0043,"45,956.30",0.0178,"15,529.62",0.0052,"15,093.43",0.0042,"1,76,444.39",0.0525,"2,01,409.62",0.0691,"1,41,57,361.56",3.096,"1,89,82,824.92",3.3015,"87,29,406.91",1.5608,"1,10,65,617.78","5,05,15,385.79","-3,94,49,768.01",2971493.282,614756.5433,0.6695,0.241694444
180,SAMOA,317.69,0.0004,676.76,0.0008,"21,29,607.06",1.8731,"1,048.23",0.0007,"1,085.24",0.0007,"2,643.41",0.0014,28.25,0,173.14,0.0001,619.85,0.0003,573.55,0.0003,827.19,0.0004,"1,060.98",0.0005,"5,15,979.11",0.239,"7,10,869.69",0.2259,"1,217.87",0.0003,"1,267.62",0.0004,"14,511.94",0.0232,"3,588.12",0.0026,"1,966.51",0.0014,"32,54,576.75",1.9333,"42,283.53",0.018,"34,438.10",0.0129,581.28,0.0002,"14,490.92",0.0053,"47,73,489.37",1.9168,"68,185.97",0.0265,882.5,0.0003,"3,669.51",0.001,"27,477.78",0.0082,"24,922.98",0.0085,"75,893.59",0.0166,"56,906.13",0.0099,132.72,0,"33,82,507.58","83,83,485.76","-50,00,978.18",493146.2212,187917.0878,0.233029412,0.131527778
181,SAO TOME,459.77,0.0005,579.68,0.0007,"95,671.91",0.0841,366.64,0.0003,1085.24,0.0007,0.19,0,894.71,0.0005,609.46,0.0004,"34,25,390.05",1.8521,"34,86,798.01",1.7821,"38,85,424.45",1.6837,"44,26,685.97",1.9941,"67,367.78",0.0312,"67,002.65",0.0213,"86,27,137.38",2.3822,"95,74,899.22",2.6455,"10,483.44",0.0168,"34,56,141.62",2.5146,"30,62,330.81",2.2455,"40,001.37",0.0238,"75,654.38",0.0323,"63,906.41",0.0239,"3,379.20",0.0012,714.54,0.0003,"42,282.70",0.017,"36,353.77",0.0141,"15,572.45",0.0052,"8,197.40",0.0023,"10,542.46",0.0031,"4,238.23",0.0015,"2,26,019.98",0.0494,"2,39,829.66",0.0417,"20,33,273.98",0.3635,"3,36,70,856.55","93,18,438.96","2,43,52,417.59",548143.4682,1870603.142,0.314082353,0.694233333
182,SAUDI ARAB,"22,94,014.13",2.7285,"18,55,230.35",2.1942,"12,295.18",0.0108,"27,20,819.82",1.856,488.26,0.0003,558.88,0.0003,"68,02,968.33",3.5874,"41,71,203.04",2.4302,"4,24,647.28",0.2296,"4,66,840.96",0.2386,"4,46,080.92",0.1933,"3,38,825.33",0.1526,"40,948.68",0.019,"33,524.71",0.0107,"9,11,452.81",0.2517,"7,76,052.47",0.2144,"48,860.37",0.0781,"20,913.92",0.0152,"19,070.39",0.014,"41,995.47",0.0249,"10,772.66",0.0046,"8,289.78",0.0031,"41,06,346.94",1.5122,"14,447.86",0.0053,"57,943.71",0.0233,"11,860.15",0.0046,"48,13,281.77",1.6039,"1,13,91,875.15",3.1691,"49,50,724.54",1.473,"55,76,627.21",1.9125,"19,379.33",0.0042,"26,712.72",0.0046,"11,80,458.72",0.2111,"2,13,44,811.52","3,22,50,700.32","-1,09,05,888.80",1897100.019,1185822.862,0.587388235,0.78865
183,SENEGAL,"66,069.08",0.0786,"89,332.24",0.1057,"24,654.74",0.0217,"1,78,241.95",0.1216,"53,24,443.04",3.2579,"73,86,393.58",3.8773,"3,17,315.94",0.1673,"3,66,106.26",0.2133,"33,563.28",0.0181,"38,055.09",0.0195,"50,658.02",0.022,"59,371.12",0.0267,"1,12,386.43",0.0521,"1,33,151.65",0.0423,"66,415.23",0.0183,"88,482.05",0.0244,"21,60,749.64",3.454,"34,414.52",0.025,"55,775.26",0.0409,18.58,0,"1,664.88",0.0007,"6,805.20",0.0025,"32,190.03",0.0119,"43,55,230.46",1.5912,"44,433.91",0.0178,"39,11,693.38",1.5175,"61,404.42",0.0205,"40,176.96",0.0112,"5,142.62",0.0015,"1,184.71",0.0004,"13,481.26",0.0029,"14,380.39",0.0025,43.56,0,"1,64,95,389.34","85,78,040.14","79,17,349.20",504590.5965,916410.5189,0.190970588,0.640044444
184,SEYCHELLES,"41,355.12",0.0492,"9,504.44",0.0112,"44,73,173.31",3.9343,"16,674.71",0.0114,"2,67,321.84",0.1636,"2,58,006.51",0.1354,"25,865.28",0.0136,"28,297.52",0.0165,"24,110.44",0.013,"27,125.53",0.0139,"58,633.27",0.0254,"47,968.93",0.0216,"64,38,216.92",2.982,"83,01,294.51",2.6378,"52,144.85",0.0144,"63,089.21",0.0174,400.54,0.0006,235.78,0.0002,551.4,0.0004,"4,181.59",0.0025,"52,44,595.25",2.2361,"48,31,962.81",1.8103,"71,394.52",0.0263,"84,553.82",0.0309,"10,064.53",0.004,117.53,0,"72,239.42",0.0241,"1,74,409.13",0.0485,"11,41,711.70",0.3397,"11,19,018.32",0.3838,"81,82,344.93",1.7894,"83,11,752.62",1.4456,90.47,0,"2,01,33,182.93","2,92,49,223.82","-91,16,040.89",1720542.578,1118510.163,0.478929412,0.558961111
185,SIERRA LEONE,"21,858.39",0.026,"17,700.98",0.0209,"27,087.36",0.0238,"41,642.12",0.0284,267321.84,0.1636,"19,295.00",0.0101,"19,870.85",0.0105,"22,440.46",0.0131,"62,807.20",0.034,"60,220.23",0.0308,"78,316.02",0.0339,"81,642.62",0.0368,1.25,0,69.39,0,"1,91,421.25",0.0529,"2,21,577.45",0.0612,"33,982.43",0.0543,"2,741.46",0.002,"1,917.37",0.0014,"32,52,514.22",1.932,"8,65,717.33",0.3691,"9,89,376.79",0.3707,"3,286.46",0.0012,"63,948.75",0.0234,"38,78,539.04",1.5575,"13,22,312.88",0.513,"43,701.73",0.0146,"41,260.10",0.0115,"6,40,663.40",0.1906,"4,75,214.29",0.163,918.09,0.0002,902.76,0.0002,"1,021.16",0.0002,"11,67,254.84","1,15,84,035.83","-1,04,16,780.99",681413.8724,64847.49111,0.302976471,0.03335
186,SINGAPORE,"37,75,688.18",4.4908,"35,94,829.70",4.2516,"85,230.28",0.075,"80,36,299.98",5.4819,"21,111.49",0.0129,"30,852.01",0.0162,"49,267.81",0.026,"59,457.02",0.0346,"64,11,508.51",3.4667,"65,78,930.91",3.3626,"80,94,224.79",3.5074,"63,02,692.37",2.8392,"1,15,333.49",0.0534,"1,27,543.53",0.0405,"96,18,496.34",2.6559,"1,19,39,242.02",3.2988,"80,367.65",0.1285,"24,88,228.72",1.8104,"26,90,022.66",1.9725,"6,77,619.66",0.4025,"3,03,660.43",0.1295,"3,40,419.73",0.1275,"27,922.55",0.0103,"8,397.76",0.0031,3878539.04,  ,"4,03,973.05",0.1567,"2,289.34",0.0008,"12,952.59",0.0036,10.53,0,7.84,0,"15,28,806.82",0.3343,"23,98,779.57",0.4172,80.18,0,"6,49,21,076.08","1,47,61,710.47","5,01,59,365.61",868335.91,3606726.449,0.335525,1.874555556
187,SLOVAK REP,"16,430.93",0.0195,"16,889.40",0.02,518.22,0.0005,"45,324.51",0.0309,"1,00,327.44",0.0614,"60,136.72",0.0316,"59,85,397.67",3.1563,"50,53,132.22",2.9441,1.12,0,5.07,0,8094224.79,3.5074,55.66,0,"2,62,526.64",0.1216,"3,68,868.89",0.1172,8.96,0,375.1,0.0001,706.15,0.0011,"4,66,128.41",0.3391,"5,19,599.75",0.381,"2,27,873.44",0.1354,31.29,0,51.54,0,"35,85,833.40",1.3205,"23,088.90",0.0084,"10,75,604.88",0.4319,1.04,0,"44,05,573.90",1.468,"45,52,192.36",1.2664,10.53,  ,0.72,0,"7,52,969.65",0.1647,"8,65,973.01",0.1506,182.35,0,"2,00,04,929.49","1,64,75,115.17","35,29,814.32",969124.4218,1111384.972,0.354125,0.556205556
188,SLOVENIA,"73,298.14",0.0872,"91,744.36",0.1085,"40,621.27",0.0357,"1,08,597.55",0.0741,"73,99,496.63",4.5276,"74,96,620.27",3.9352,"83,687.63",0.0441,"89,899.81",0.0524,"97,951.02",0.053,"98,261.68",0.0502,"1,01,963.44",0.0442,"98,144.51",0.0442,"1,218.31",0.0006,"1,379.83",0.0004,"1,52,851.52",0.0422,"1,59,783.45",0.0441,"1,06,769.74",0.1707,"1,62,367.62",0.1181,"1,85,001.57",0.1357,81.78,0,46.15,0,0.17,0,"11,17,224.22",0.4114,"39,74,128.43",1.452,"4,85,357.89",0.1949,5.2,0,"45,413.12",0.0151,"62,593.59",0.0174,428.55,0.0001,290.06,0.0001,5.24,0,27.43,0,"2,74,144.91",0.049,"1,62,02,289.16","63,07,115.93","98,95,173.23",371006.8194,900127.1756,0.140811765,0.517466667
189,SOLOMON IS,408.87,0.0005,443.5,0.0005,"17,88,466.08",1.573,576.15,0.0004,"58,234.13",0.0356,"63,120.16",0.0331,"1,50,260.67",0.0792,"1,73,628.57",0.1012,"1,68,650.48",0.0912,"1,83,188.25",0.0936,"2,19,635.21",0.0952,"2,35,877.20",0.1063,"4,10,482.13",0.1901,"5,55,705.30",0.1766,"4,91,400.52",0.1357,"4,85,870.85",0.1342,"12,09,738.20",1.9338,11.38,0,35.88,0,81.78,0,226.49,0.0001,222.98,0.0001,"4,06,445.16",0.1497,"39,285.79",0.0144,485357.89,  ,159.73,0.0001,"10,72,053.38",0.3572,"11,72,788.86",0.3263,428.55,  ,"8,856.74",0.003,"2,253.79",0.0005,932.22,0.0002,"18,703.95",0.0033,"61,95,686.27","32,07,844.57","29,87,841.70",188696.7394,344204.7928,0.056993333,0.265566667
190,SOMALIA,"30,883.97",0.0367,"8,282.32",0.0098,"11,68,259.91",1.0275,"71,097.63",0.0485,"1,49,474.91",0.0915,"1,27,661.24",0.067,"3,222.72",0.0017,"1,787.76",0.001,"1,542.97",0.0008,823.6,0.0004,"1,789.42",0.0008,"1,435.80",0.0006,"29,07,507.88",1.3467,"45,35,311.16",1.4411,"2,158.18",0.0006,"2,476.01",0.0007,"3,233.59",0.0052,11.38,  ,13.57,0,144.79,0.0001,226.49,  ,"69,302.80",0.026,58.5,0,"12,28,091.97",0.4487,103.77,0,159.73,  ,"4,97,649.65",0.1658,"10,37,423.26",0.2886,518.63,0.0002,109.2,0,105.36,0,90.08,0,"15,682.90",0.0028,"90,16,949.07","28,49,692.08","61,67,256.99",167628.9459,500941.615,0.066585714,0.2267
191,SOUTH AFRICA,"8,99,429.11",1.0698,"9,75,125.38",1.1533,"15,95,089.35",1.4029,"22,72,965.55",1.5505,826.53,0.0005,"1,246.50",0.0007,"2,15,736.09",0.1138,"3,19,004.63",0.1859,"3,37,900.53",0.1827,"2,93,485.63",0.15,"3,77,208.19",0.1635,"4,14,335.12",0.1866,"16,937.96",0.0078,"20,054.00",0.0064,"7,61,248.09",0.2102,"6,79,001.11",0.1876,"6,61,835.41",1.0579,"12,484.21",0.0091,241.18,0.0002,5.71,0,226.49,  ,"7,306.78",0.0027,10.79,0,"4,64,275.90",0.1696,299.34,0.0001,159.73,  ,19.03,0,53.09,0,"2,80,028.28",0.0833,"2,71,155.03",0.093,2,0,90.08,  ,"14,47,781.48",0.2589,"98,41,429.18","24,84,139.12","73,57,290.06",146125.8306,546746.0656,0.044064286,0.423894444
192,SPAIN,"11,38,792.36",1.3545,"9,60,376.26",1.1358,83.38,0.0001,"14,36,677.78",0.98,"99,176.32",0.0607,"1,28,726.06",0.0676,"32,36,326.24",1.7066,"23,40,660.73",1.3637,"23,77,797.85",1.2857,"24,65,980.41",1.2604,"28,33,396.89",1.2278,"29,11,431.12",1.3115,"23,96,170.03",1.1098,"35,24,400.15",1.1199,"67,87,323.04",1.8741,"72,08,657.83",1.9917,"5,95,987.85",0.9527,11.08,0,0.03,0,2.13,0,"2,01,034.09",0.0857,"38,549.88",0.0144,300.53,0.0001,53.77,0,16.01,0,"1,63,660.76",0.0635,0.31,0,0.83,0,"38,756.18",0.0115,"25,194.19",0.0086,223.34,0,341.35,0.0001,"1,75,93,555.97",3.1457,"4,04,41,964.30","1,80,61,700.45","2,23,80,263.85",1062452.968,2246775.794,0.195858824,1.044588889
193,SRI LANKA DSR,"10,89,497.01",1.2959,"10,28,960.86",1.2169,335.73,0.0003,"20,95,145.80",1.4292,"27,80,338.15",1.7012,"30,76,994.55",1.6152,"19,25,068.35",1.0151,"21,21,294.92",1.2359,"2,187.11",0.0012,"2,280.08",0.0012,"7,358.86",0.0032,"14,252.47",0.0064,"25,85,729.09",1.1976,"43,33,369.93",1.377,"26,150.10",0.0072,"34,542.26",0.0095,"5,95,987.85",0.0001,"3,007.23",0.0022,521.3,0.0004,"2,79,262.03",0.1659,"2,107.03",0.0009,"9,15,570.24",0.343,0.51,0,223.93,0.0001,1.23,0,"30,854.59",0.012,205.39,0.0001,393.98,0.0001,"4,975.93",0.0015,"37,241.76",0.0128,"96,043.37",0.021,"1,76,539.13",0.0307,"15,189.90",0.0027,"2,17,19,493.12","15,62,137.55","2,01,57,355.57",91890.44412,1206638.507,0.034905882,0.67295
194,ST HELENA,85.81,0.0001,4.32,0,"1,178.72",0.001,21.97,0,"15,59,232.50",0.9541,"17,48,989.57",0.9181,"41,03,801.13",2.1641,"34,65,990.44",2.0194,"22,96,438.92",1.2417,"25,75,284.37",1.3163,"29,21,727.89",1.2661,"27,95,371.20",1.2593,125.92,0.0001,4333369.93,1.377,"37,41,006.85",1.033,"39,67,517.76",1.0962,"5,95,987.85",0.0005,"1,83,956.05",0.1338,"2,24,547.19",0.1647,400.98,0.0002,"22,804.23",0.0097,"1,74,51,184.99",6.5381,"2,69,720.53",0.0993,85.88,0,"96,408.84",0.0387,"26,350.35",0.0102,205.39,  ,14.87,0,"7,88,597.68",0.2346,"7,43,844.07",0.2551,"23,835.77",0.0052,"39,063.08",0.0068,"68,56,262.88",1.2259,"3,41,06,135.15","2,67,27,282.78","73,78,852.37",1572193.105,1894785.286,0.54514375,0.813722222
195,ST KITT N A,322.13,0.0004,695.16,0.0008,25.47,0,324.49,0.0002,"21,68,769.33",1.327,"27,64,366.96",1.4511,130.58,0.0001,106.3,0.0001,"26,23,276.92",1.4184,"28,86,971.31",1.4756,"32,99,621.00",1.4298,"26,93,454.09",1.2133,729.47,0.0003,"1,943.43",0.0006,"40,92,266.91",1.13,"34,11,733.95",0.9427,"5,95,987.85",0.0033,535.08,0.0004,698.05,0.0005,"50,418.33",0.0299,"9,21,359.17",0.3928,"44,483.91",0.0167,"7,898.80",0.0029,85.88,  ,"27,867.17",0.0112,"7,78,820.11",0.3021,205.39,  ,835.85,0.0002,"1,19,23,941.46",3.5478,"1,33,86,751.55",4.5909,"1,76,559.87",0.0386,"3,902.95",0.0007,6.66,0,"2,45,40,725.35","2,73,24,370.23","-27,83,644.88",1607315.896,1363373.631,0.595646667,0.577427778
196,ST LUCIA,494.83,0.0006,561.8,0.0007,165.27,0.0001,644.79,0.0004,18.27,0,17.59,0,768.67,0.0004,"1,447.53",0.0008,14.07,0,3.64,0,11.35,0,227.24,0.0001,"2,510.20",0.0012,"3,035.60",0.001,41.86,0,0.13,0,"5,95,987.85",0.0009,"17,439.11",0.0127,"15,550.71",0.0114,"7,36,767.34",0.4376,"1,66,38,338.39",7.0938,"21,57,624.16",0.8084,"77,000.79",0.0284,0.21,0,"26,836.06",0.0108,"1,15,61,928.81",4.4854,"2,91,730.41",0.0972,"5,19,469.05",0.1445,"10,866.13",0.0032,"11,337.29",0.0039,"10,80,955.56",0.2364,"13,90,592.80",0.2419,"27,26,353.61",0.4875,"6,05,950.69","3,72,62,790.43","-3,66,56,839.74",2191928.849,33663.92722,0.829594118,0.000344444
197,ST PIERRE,1.31,0,23.98,0,"2,22,413.79",0.1956,644.79,0.0004,343,0.0002,743.53,0.0004,"1,305.63",0.0007,"1,760.81",0.001,"2,074.05",0.0011,"1,851.52",0.0009,"1,666.99",0.0007,"1,811.56",0.0008,465.51,0.0002,630.35,0.0002,"2,118.70",0.0006,"4,136.33",0.0011,"5,95,987.85",0,"8,88,754.71",0.6466,"7,53,098.69",0.5522,"1,12,73,957.10",6.6969,"88,967.45",0.0379,"6,991.29",0.0026,"10,15,828.97",0.3741,"3,44,046.56",0.1257,"9,69,329.49",0.3892,"21,639.00",0.0084,"59,857.05",0.0199,"62,304.74",0.0173,"28,65,446.74",0.8526,"29,83,854.31",1.0233,"1,74,29,506.56",3.8116,"1,26,75,749.90",2.2046,"82,03,568.00",1.4668,"8,37,979.70","5,96,42,900.56","-5,88,04,920.86",3508405.915,46554.42778,1.072335294,0.011327778
198,ST VINCENT,371.07,0.0004,170.55,0.0002,"5,491.11",0.0048,299.26,0.0002,564.76,0.0003,"1,387.34",0.0007,0.53,0,1760.81,0.001,"2,902.47",0.0016,"2,616.71",0.0013,"2,782.26",0.0012,"2,293.13",0.001,"1,464.95",0.0007,"1,478.41",0.0005,"4,132.72",0.0011,"6,018.27",0.0017,"72,843.43",0.1164,"52,70,320.98",3.8345,"69,23,201.92",5.0766,"16,157.03",0.0096,"23,01,149.07",0.9811,"4,09,604.81",0.1535,"1,12,33,818.20",4.137,"1,30,911.50",0.0478,"1,26,07,429.32",5.0626,"21,07,629.87",0.8176,"5,758.46",0.0019,"6,671.21",0.0019,208.52,0.0001,781.8,0.0003,"11,625.08",0.0025,"7,367.45",0.0013,234.8,0,"1,06,577.78","4,10,32,870.02","-4,09,26,292.24",2413698.236,5920.987778,1.184017647,0.007394444
